iter,param,Coef,modelName,fileName,nVariables,modelType,DV,SurveyLabel,qGroup
1553,OwnDayCaseUnit,-0.17309695262634284,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1554,OwnDayCaseUnit,0.00445180549041013,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1555,OwnDayCaseUnit,0.1075151570509016,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1556,OwnDayCaseUnit,-0.38516325217035247,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1557,OwnDayCaseUnit,0.02667899897595171,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1558,OwnDayCaseUnit,0.24461350795719472,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1559,OwnDayCaseUnit,0.09468701642688498,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1560,OwnDayCaseUnit,0.23408157697681953,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1561,OwnDayCaseUnit,0.2185287193526652,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1562,OwnDayCaseUnit,0.07405942608212696,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1563,OwnDayCaseUnit,0.2731203533186731,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1564,OwnDayCaseUnit,0.38200031751945634,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1565,OwnDayCaseUnit,0.22458633197761085,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1566,OwnDayCaseUnit,0.23057339801043591,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1567,OwnDayCaseUnit,0.2394196407841316,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1568,OwnDayCaseUnit,0.25505595148732785,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1569,OwnDayCaseUnit,0.4258676141541307,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1570,OwnDayCaseUnit,-0.2280140182362588,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1571,OwnDayCaseUnit,0.102296777995481,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1572,OwnDayCaseUnit,0.24646649462203016,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1573,OwnDayCaseUnit,0.01340538769103284,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1574,OwnDayCaseUnit,-0.04039360863731431,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1575,OwnDayCaseUnit,-0.1768398515715267,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1576,OwnDayCaseUnit,0.15608675260675506,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1577,OwnDayCaseUnit,-0.1085269939969962,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1578,OwnDayCaseUnit,-0.07374861443067442,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1579,OwnDayCaseUnit,-0.13276790072977387,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1580,OwnDayCaseUnit,-0.1800972099787821,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1581,OwnDayCaseUnit,0.02309859670840255,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1582,OwnDayCaseUnit,-0.125258281373884,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1583,OwnDayCaseUnit,-0.17695608065163,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1584,OwnDayCaseUnit,0.3985014916264313,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1585,OwnDayCaseUnit,0.07954625610645191,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1586,OwnDayCaseUnit,-0.07973782977860962,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1587,OwnDayCaseUnit,0.3860736744081753,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1588,OwnDayCaseUnit,0.09459974829914776,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1589,OwnDayCaseUnit,-0.16099798487994024,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1590,OwnDayCaseUnit,0.02465735797857518,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1591,OwnDayCaseUnit,-0.31396732499467056,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1592,OwnDayCaseUnit,-0.2934905477695381,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1593,OwnDayCaseUnit,-0.3810325013568339,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1594,OwnDayCaseUnit,-0.27120445694325324,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1595,OwnDayCaseUnit,-0.05430988011926825,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1596,OwnDayCaseUnit,0.07937825529798276,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1597,OwnDayCaseUnit,-0.1292297358515672,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1598,OwnDayCaseUnit,-0.1623234511912812,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1599,OwnDayCaseUnit,0.15669749087808407,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1600,OwnDayCaseUnit,-0.2338992648770271,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1601,OwnDayCaseUnit,0.12678866272863365,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1602,OwnDayCaseUnit,-0.0049348662387872,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1603,OwnDayCaseUnit,-0.14618269701012174,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1604,OwnDayCaseUnit,-0.17225525356604762,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1605,OwnDayCaseUnit,-0.26601128340608277,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1606,OwnDayCaseUnit,-0.20375890234121613,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1607,OwnDayCaseUnit,0.04289674456618882,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1608,OwnDayCaseUnit,-0.13088554523054327,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1609,OwnDayCaseUnit,0.2030342442888305,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1610,OwnDayCaseUnit,-0.17033389822961548,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1611,OwnDayCaseUnit,-0.2251201767697273,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1612,OwnDayCaseUnit,-0.21013972201256037,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1613,OwnDayCaseUnit,0.03507275721970138,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1614,OwnDayCaseUnit,-0.030016254989563,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1615,OwnDayCaseUnit,-0.24509056860783113,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1616,OwnDayCaseUnit,-0.03989658949931417,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1617,OwnDayCaseUnit,-0.01622305118739944,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1618,OwnDayCaseUnit,0.23840679120407163,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1619,OwnDayCaseUnit,-0.10068904874926445,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1620,OwnDayCaseUnit,0.04719025270891651,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1621,OwnDayCaseUnit,-0.18952298972630224,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1622,OwnDayCaseUnit,0.03228018137747235,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1623,OwnDayCaseUnit,-0.09592415066554946,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1624,OwnDayCaseUnit,-0.24955369746826228,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1625,OwnDayCaseUnit,-0.1611089489888088,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1626,OwnDayCaseUnit,-0.17492544175910074,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1627,OwnDayCaseUnit,-0.3074569271988239,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1628,OwnDayCaseUnit,-0.2882286824713661,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1629,OwnDayCaseUnit,0.12110174724428702,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1630,OwnDayCaseUnit,-0.2275456777032603,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1631,OwnDayCaseUnit,-0.31727110417430576,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1632,OwnDayCaseUnit,-0.16829827894835206,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1633,OwnDayCaseUnit,-0.3867956081971861,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1634,OwnDayCaseUnit,-0.14861084616278036,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1635,OwnDayCaseUnit,-0.228649640389357,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1636,OwnDayCaseUnit,-0.19401814690971364,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1637,OwnDayCaseUnit,-0.19868982691397707,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1638,OwnDayCaseUnit,-0.3776755423032203,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1639,OwnDayCaseUnit,-0.22892373484397815,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1640,OwnDayCaseUnit,-0.3188304729865664,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1641,OwnDayCaseUnit,-0.2149931118316628,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1642,OwnDayCaseUnit,0.24037523102652544,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1643,OwnDayCaseUnit,-0.4122295554813715,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1644,OwnDayCaseUnit,-0.291634020697994,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1645,OwnDayCaseUnit,0.4230328964657699,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1646,OwnDayCaseUnit,0.45208072029688273,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1647,OwnDayCaseUnit,-0.1406784535433726,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1648,OwnDayCaseUnit,0.0867296088502102,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1649,OwnDayCaseUnit,-0.04358127516981482,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1650,OwnDayCaseUnit,0.04612636845979656,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1651,OwnDayCaseUnit,-0.01598074910387039,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1652,OwnDayCaseUnit,0.04284120142896448,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1653,OwnDayCaseUnit,0.11864023610777272,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1654,OwnDayCaseUnit,0.3615582626724509,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1655,OwnDayCaseUnit,0.5443146882797726,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1656,OwnDayCaseUnit,0.4783743822094551,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1657,OwnDayCaseUnit,0.04252678224082389,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1658,OwnDayCaseUnit,-0.6590268593937866,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1659,OwnDayCaseUnit,-0.19816842170804944,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1660,OwnDayCaseUnit,-0.16392478843619,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1661,OwnDayCaseUnit,0.14554272353537093,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1662,OwnDayCaseUnit,-0.2218566427862716,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1663,OwnDayCaseUnit,0.16720610331016572,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1664,OwnDayCaseUnit,-0.14088004896320871,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1665,OwnDayCaseUnit,0.14428131538624925,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1666,OwnDayCaseUnit,0.2265517339484751,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1667,OwnDayCaseUnit,0.02477044259185034,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1668,OwnDayCaseUnit,-0.1887168771243408,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1669,OwnDayCaseUnit,0.36958384878791567,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1670,OwnDayCaseUnit,0.5659225553230623,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1671,OwnDayCaseUnit,0.8001311852034311,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1672,OwnDayCaseUnit,0.7316024808046143,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1673,OwnDayCaseUnit,0.13995085319444195,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1674,OwnDayCaseUnit,0.2948380554687826,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1675,OwnDayCaseUnit,0.3500495541477322,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1676,OwnDayCaseUnit,0.2720195834880941,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1677,OwnDayCaseUnit,0.14245524130511425,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1678,OwnDayCaseUnit,-0.1887187954136445,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1679,OwnDayCaseUnit,0.2265417907918839,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1680,OwnDayCaseUnit,0.15199164872369297,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1681,OwnDayCaseUnit,0.3516928812563693,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1682,OwnDayCaseUnit,0.17279839810190667,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1683,OwnDayCaseUnit,0.308896669655392,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1684,OwnDayCaseUnit,-0.16329449771444376,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1685,OwnDayCaseUnit,0.05093084731570936,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1686,OwnDayCaseUnit,-0.14965604018749631,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1687,OwnDayCaseUnit,0.19987894775290743,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1688,OwnDayCaseUnit,0.4007855461986304,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1689,OwnDayCaseUnit,-0.10136408389721946,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1690,OwnDayCaseUnit,0.21762164024937253,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1691,OwnDayCaseUnit,-0.03284172570806012,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1692,OwnDayCaseUnit,-0.00198815052111647,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1693,OwnDayCaseUnit,-0.3659942312145447,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1694,OwnDayCaseUnit,-0.09598121707009916,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1695,OwnDayCaseUnit,-0.4096714109258701,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1696,OwnDayCaseUnit,-0.42720380375849815,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1697,OwnDayCaseUnit,-0.14373275566661786,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1698,OwnDayCaseUnit,-0.17354888047837538,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
1699,OwnDayCaseUnit,-0.02638623088983275,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Own day case unit,Timely access to services
